id,scientificNameWithoutAuthor,commonNames,gbifId,powoId,iucnCategory
1844990,× Amarcrinum memoria-corsii,Hybrid Amarcrinum; Cultivated Amarcrinum; Richard 's redlinelily,4013973,62653-1,
1844998,× Aporodisocactus mallisonii,Dragon's Eye; Crimson Cracker; Mallison's Crimson Cracker; Mallison's Dragon's eye,12293977,77220197-1,
1754905,× Astrolista bicarinata,Spotted Dragon Tongues; Pine Step; Star aloe,10678147,77165471-1,
1611915,× Brassocattleya litoralis,South Brasilian Orchid; Gold sGeal; Ovppyo; South Brazilian Orchid,2820316,60442618-2,
1833926,× Cattlianthe dabeibaensis,,10853575,77202302-1,
1845005,× Chitalpa tashkentensis,Chitalpa; Dave; Tashkent desert willow; Hybrid Chitalpa; Phoenix Tail; Pretty flower; Cultivated Chitalpa,4093332,959182-1,
1845006,× Comagaria rosea,Hybrid Strawberry,9710075,3241473-4,
1845009,× Cremneria expatriata,Pheonix Rose,4200586,273590-1,
1743850,× Crepi-hieracium garnieri,,4248853,199603-1,
1743469,× Elyhordeum rouxii,Switcheli,4114192,912427-1,
1845018,× Fatshedera lizei,Lizard Guillaumin,3597552,90493-1,
1845019,× Gasteraloe derbetzei,Potato Jockey Cactus; Derbetze's Hybrid Gasteraloe; Silver Tongue; Tongue of War,7719885,535725-1,
1888269,× Gasteraloe imbricata,,8048988,910675-1,
1888272,× Gasterhaworthia bayfieldii,,8419583,535732-1,
1886406,× Gastonialoe rebutii,Wily gily,12231575,77254739-1,
1886404,× Gastonialoe smaragdina,,12252908,77254741-1,
1893616,× Gordlinia grandiflora,,3590650,60447590-2,
1845037,× Harrisinopsis jusbertii,Scorpion Spine; Turksvy,5621746,963962-1,
1845039,× Hesperotropsis leylandii,Leyland Cypress,8030887,77120494-1,
1845040,× Hesperotropsis notabilis,Alice Holt cypress,10866482,77120495-1,
1754731,× Hoodiapelia beukmanii,Dragon Skin; Willow flower,3575615,98357-1,
1624064,× Laeliocattleya calimaniana,,7360445,77114837-1,
1890152,× Mahoberberis aquisargentii,,3981267,107389-1,
1845062,× Pachyveria clavifolia,Alien Ocean; Pink Ice,4202292,274660-1,
1890540,× Pachyveria glauca,Pachysaur succulent,4202275,2411275-4,
1845067,× Pachyveria scheideckeri,Midnight Ice,4202212,274669-1,
1653869,× Phyllosasa tranquillans,Snake plant; Snake weed,4137497,987226-1,
1845080,× Sedeveria hummelii,Hummel's Sedeveria,4197990,274994-1,
1845081,× Sedeveria mauroi,Cactus Flower; Cactus rose; Succulent rose; Succulents,12191287,77211398-1,
1743510,× Serapicamptis adulterina,Pink Flamingo Orchid,10737548,77165786-1,
1632978,× Serapicamptis ligustica,Tarsier orchid; Saussure's Orchid,2813964,77066964-1,
1632987,× Serapicamptis traverseriana,,8000297,77115622-1,
1669733,× Sorbaronia fallax,Red glory,2987863,287704-2,
1759240,× Staparesia meintjesii,Ruby Starbowl; Golden chalice; Venom goblet,3577323,911486-1,
1845085,× Sycoparrotia semidecidua,,3702506,430763-1,
1741613,× Thinoelymus mucronatus,Tmob; Grass,10753705,60477495-2,
1845087,× Trichoechinopsis imperialis,,3951104,138988-1,
1738608,× Triticosecale rimpaui,Corn,9457183,77134201-1,
1610190,Aa achalensis,Flower finn,5325296,303631-2,
1610194,Aa colombiana,Paper Orchid; Colombian Corn Orchid; Colombian Aa; Tagasaste,5325285,303379-2,
1610208,Aa paleacea,,5325289,1061726-2,
1819864,Aakia tuerckheimii,,8880480,77138062-1,
1683418,Abatia parviflora,Mast abatia; Candletip,3878235,779362-1,LC
1683421,Abatia stellata,Yellow bottlebrush,3878200,364926-1,
1858389,Abebaia dissecta,,,77314868-1,
1423427,Abelia × grandiflora,Glossy abelia; Abelia; Linnaea × grandiflora,5334278,148201-1,
1418387,Abelia biflora,Lacy Honeysuckle; White Astoria; Abelia; Two Flower Honeysuckle,7272454,,
1418388,Abelia chinensis,Chinese abelia; Beloahenais,5599251,148187-1,
1418389,Abelia grandiflora,Glossy abelia; Abelia; Cultivated Abelia; Garden Abelia; Kaleidoscope Abelia,5334278,,
1775811,Abelia schumannii,Large flowered Abelia; Schumann's abelia; Spiderwort,5599055,148223-1,
1780517,Abelia uniflora,Large flowered Abelia; One flower Abelia; Single flower Abelia,5598992,148235-1,
1390597,Abelia x grandiflora,Glossy abelia,5334278,,
1419612,Abeliophyllum distichum,White forsythia; Korean abelialeaf; Miseonnamu; Korean abeleaf; Korean abeliophyllum,7326165,608603-1,EN
1361854,Abelmoschus esculentus,Okra; Lady's fingers; Lady's Finger; Gumbo; भिण्डी; Gobo; Quiabo; బెండకాయ; Bhindi; Kacang bendi; Idelele; Bhindo; Kusat; Ochro; Zúlnà; Otigo; بامیه,3152707,558006-1,
1370589,Abelmoschus ficulneus,White wild musk mallow; Native rosella; Abelshu Weed; Okra Number Two,3940858,558009-1,LC
1408264,Abelmoschus manihot,"Sunset hibiscus; Sunset muskmallow; Aibika; Manioc hibiscus; Bele; Mbele; Sunset Huskmallow; Hibiscus root; Tongan spinach; Okra , ladyfinger plant",3152706,558020-1,DD
1402050,Abelmoschus moschatus,Musk okra; Musk mallow; Tropical jewel hibiscus; Annual Hibiscus; Muskmallow; Ornamental Okra; Muskseed; Okra; Musky seeded hibiscus; Native Rosella; Kasturi; Gandapura; Rose of Sharon; Fautia; Musk; Abelmosk; Ambrette plant; Musk mellow; Musk seed; Muskdana; Rose mallow; Vegetable musk plant,8312665,558023-1,LC
1889095,Abies × arnoldiana,,9167126,77235558-1,
1701735,Abies × borisii-regis,Bulgarian fir,2685519,676550-1,
1843600,Abies × masjoannis,Dancer's Pine,9186853,77201941-1,
1843602,Abies × vilmorinii,,4938736,77235933-1,
1397299,Abies alba,European silver fir; Silver fir; Common silver fir; White fir; Christmastree; Common fir; Swiss pine; White silver fir; Spiculum Silver Fir; Jela (Serbian); Brad (Romanian),2685484,60468511-2,LC
1419894,Abies amabilis,Cascade Fir; Pacific silver fir; Lovley Fir; Red fir; Red Silver Fir; Amabilis fir; Beautiful fir; Beautiful Silver Fir; Cascades fir; Lovely fir; Pacific fir; Silver fir; White fir,2685524,,LC
1738606,Abies amabilis,Cascade Fir; Pacific silver fir; Lovley Fir; Red fir; Red Silver Fir; Amabilis fir; Beautiful fir; Beautiful Silver Fir; Cascades fir; Lovely fir; Pacific fir; Silver fir; White fir,2685524,325658-2,LC
1398265,Abies balsamea,Balsam fir; American silver Fir; Balsam; Fir balsam; Canada balsam; Canadian Fir; Balm Of Gilead Fir; Eastern fir; Balm of Gilead; Balm of-gilead; Zhingob; Dwarf balsam fir,2685383,1084057-2,LC
1388843,Abies bracteata,Santa Lucia Fir; Bristlecone Fir; Bristle cone fir; Silver fir,2685479,1146685-2,NT
1391150,Abies cephalonica,Grecian Fir; Greek Fir; Apollo Fir,2685326,,LC
1419895,Abies cephalonica,Greek fir; Grecian fir; Hoop Pine,2685326,261486-1,LC
1388844,Abies chensiensis,Shensi Fir; Chensien fir,2685569,676557-1,LC
1398299,Abies cilicica,Cilician Fir; Syrian fir; Cicilian Fir; Taurus fir,2685628,261491-1,NT
1396925,Abies concolor,Colorado white fir; White fir; Colorado fir; Silver fir; Balsam fir; California white fir; Concolor fir; Low's fir; White balsam; White silver fir; Black balsam fir,2685580,1031026-2,LC
1419896,Abies concolor,Colorado White Fir; White Fir; Colorado Fir; Balsam Fir; California White Fir; Concolor Fir; Low's Fir; Silver Fir; White Balsam; Black balsam fir; White silver fir,2685580,,LC
1388845,Abies delavayi,Delavay's fir; Delavay's silver fir; Delavayi's silver fir,2685456,261505-1,LC
1701736,Abies densa,Sikkim fir; Bhutan Fir,2685476,261506-1,LC
1701737,Abies durangensis,Durango Fir,2685303,676563-1,LC
1388930,Abies firma,Momi fir; Japanese fir,2685414,261525-1,LC
1388931,Abies forrestii,Forrest's Fir; Forrest fir,2685463,676570-1,LC
1419897,Abies fraseri,Fraser fir; She Balsam; Fraser's Fir; Balsam Fir; Southern Fir; Eastern Fir; Fraser Balsam Fir; Southern Balsam; Southern balsam fir; Mountain balsam fir; Tree of Life,2685318,1030488-2,EN
1391871,Abies grandis,Giant Fir; Grand fir; Lowland fir; White fir; Western balsam fir; Yellow fir; Lowland white fir; Silver fir; Fir,2685361,1033427-2,LC
1701739,Abies guatemalensis,Guatemalan Fir; Pinabete,2685507,676575-1,EN
1388934,Abies holophylla,Manchurian fir; Needle fir,2685542,261545-1,NT
1398301,Abies homolepis,Nikko fir,2685663,261546-1,NT
1701742,Abies kawakamii,Taiwan Fir; Formosan fir; Kawakami fir,2685617,676581-1,NT
1398405,Abies koreana,Korean Fir,2685681,676582-1,EN
1398266,Abies lasiocarpa,Subalpine fir; Alpine fir; Balsam Fir; Alpine Fur; Rocky Mountain fir; White balsam; Vó'komêšéstótó'e; Western balsam fir; Cork Bark Fir; Rocky Mountains Fir,2685313,1081948-2,LC
1419898,Abies magnifica,Red Fir; California Red Fir; Golden Fir; Shasta fir; Shasta red fir; Silvertip fir,2685422,325664-2,LC
1701743,Abies mariesii,Marie's fir; Maries's Fir; Maries' Fir,2685608,261575-1,LC
1701744,Abies nebrodensis,Sicilian fir,2685577,676593-1,CR
1393306,Abies nordmanniana,Caucasian fir; Nordmann fir; Nordmann's fir; Kazazdagi Fir; Nordmann Christmastree; Crimean fir; Turkish fir; Nordmann's silver fir,2685552,261599-1,LC
1419899,Abies numidica,Algerian Fir; Algerian Silver Fir,2685546,261601-1,CR
1388936,Abies pindrow,Pindrow Fir; West Himalayan Fir; Himalayan fir,2685683,676605-1,LC
1393800,Abies pinsapo,Spanish fir; Hedgehog fir; Silver Bark Tree,2685464,676606-1,EN
1398231,Abies procera,Noble fir; Red fir; Christmastree; Feathercone fir; Oregon larch; White fir,2685308,676607-1,LC
1701747,Abies recurvata,Min fir,2685593,676609-1,VU
1701748,Abies religiosa,Sacred fir; Oyamel fir; Mexican fir; Mexican Christmas Tree; Mexican Mountain Fir,2685527,261625-1,LC
1419900,Abies sachalinensis,Sakhalin Fir; Hokkaido pine,2685437,261629-1,LC
1388938,Abies sibirica,Siberian fir; Siberian silver fir,2685654,261635-1,LC
1701749,Abies spectabilis,Himalayan fir; Himalayan silver fir; Indian silver fir; Webb Fir,2685619,60474520-2,NT
1701750,Abies squamata,Flaky fir,2685360,676617-1,VU
1398268,Abies veitchii,Veitch's Fir; Veitch's silver fir; Christmastree; Veitch fir; Veitch’s Fir; Vietch's Silver Fir; Japanese fir,2685400,261656-1,LC
1701752,Abies yuanbaoshanensis,Yuanbaoshan Fir,2685302,676629-1,CR
1405027,Abildgaardia ovata,Flatspike Sedge; Flat spike Sedge,2708407,1025064-2,
1386759,Abildgaardia triflora,,8004030,297828-1,
1403725,Abolboda americana,,2692521,5-2,
1404004,Abolboda grandis,,2692533,871266-1,
1404551,Abolboda macrostachya,,2692576,25-2,
1699532,Abolboda poarchon,Spider wort,2692557,871277-1,
1762720,Abrahamia antongilensis,,9655199,77175635-1,EN
1762718,Abrahamia buxifolia,,7740532,77175637-1,
1762716,Abrahamia darainensis,,9722887,77175639-1,CR
1762715,Abrahamia deflexa,,7923810,77175641-1,VU
1762711,Abrahamia ditimena,,8056983,77175646-1,LC
1762712,Abrahamia ellipticarpa,,7975909,77175648-1,EN
1762713,Abrahamia elongata,,8280399,77175649-1,LC
1762697,Abrahamia ibityensis,,7695129,77175679-1,EN
1762696,Abrahamia itremoensis,,9762120,77175680-1,VU
1762695,Abrahamia lecomtei,,7494318,77175682-1,VU
1762693,Abrahamia littoralis,,8357890,77175686-1,VU
1762699,Abrahamia lokobensis,,7837220,77175688-1,EN
1762707,Abrahamia longipetiolata,,8376161,77175690-1,EN
1454072,Abrahamia oblongifolia,,8256638,77175695-1,EN
1762708,Abrahamia phillipsonii,,7854699,77175700-1,LC
1762701,Abrahamia sambiranensis,,8156335,77175704-1,VU
1454074,Abrahamia sericea,,8400081,77175705-1,LC
1454075,Abrahamia thouvenotii,,8132859,77175708-1,LC
1762710,Abrahamia viguieri,,8074492,77175711-1,NT
1719768,Abroma augustum,Devil's cotton; Devil’s Cotton; Indian perennial hemp,8219075,822006-1,
1440089,Abronia ammophila,Wyoming sand verbena; Tweedy's Sand verbena; Yellowstone sand verbena,5384898,292697-2,EN
1440133,Abronia angustifolia,Purple sand verbena,5384881,56-2,
1440228,Abronia bigelovii,Galisteo sand verbena,5384874,62-2,
1608044,Abronia elliptica,Dwarf Sand Verbena; Fragrant white sand verbena; Bolack's Sand Verbena; Great Basin Sand Verbena,5384884,326890-2,
1440417,Abronia fragrans,Fragrant white sand verbena; Sweet sand verbena; Snowball sand verbena; Prairie Snowball; Fragrant sand verbena; Heart's delight; Fragrant verbena,5384889,326889-2,
1440484,Abronia gracilis,Slender sand verbena,5384876,603987-1,
1414280,Abronia latifolia,Coastal sand verbena; Yellow sand verbena,5384891,326895-2,
1608046,Abronia maritima,Red Sand Verbena,5384895,326891-2,
1440718,Abronia mellifera,White sand verbena,5384877,88-2,
1440943,Abronia pogonantha,Mojave sand verbena,5384868,101-2,
1411054,Abronia umbellata,Pink sand verbena; Beach Sand Verbena; Sand verbena; Wild verbena,5384870,326894-2,
1608055,Abronia villosa,Desert sand verbena,5384880,122-2,
1567873,Abrus aureus,Weed of Levittown,5348729,469586-1,LC
1366372,Abrus canescens,,5348704,469588-1,
1567877,Abrus diversifoliolatus,,5634247,469591-1,
1734242,Abrus fruticulosus,Canton Abrus; Psuedopea,5348700,469592-1,DD
1567878,Abrus laevigatus,Lucky Bean,5348701,469596-1,
1567882,Abrus parvifolius,,5348723,469603-1,
1402792,Abrus precatorius,Rosarypea; Crab's eye; Rosary pea; Indian licorice; Indian liquorice; Jequirity bean; Precatory bean; Jequirity; Gidee gidee; Love bean; Jumbie bead; Lucky bean; Coral beadplant; Crab's eyes; Licorice vine; Minnie minnies; Prayer beads; Precatory; Red beadvine; Weatherplant; Weathervine; Jequerity; Coral bead vine; John Crow bead; Licorice; Wild licorice; Bead Vine; Buddhist Rosary Bead; Crab’s eyes; Ratti; Red Bean Vine; Wild Liquorice; Akar saga; Black eyed Susan; Cock's eyes; Coondrimany; Coral bead; Country licorice; Crab's eye creeper; Crab's eye Vine; Graine Rouge; Gwen L≠glise; Jamaica wild licorice; Jumbee Bead; Jumbee seeds; Jumbi Bead; Jumbie Beads; Jumbie Bean; Jumby Beans; Liane Reglisse; Liquorice Plant; Love pea; Lucky bean creeper; Luckybean Creeper; Mountain Male fern; Paternoster pea; Pois rouge; Prayer bead; Precatory pea; Red bead vine; Scrubber; Weather plant; Wire Wiss; Jumbie Eyes; Gulaganji; Kundirmani; గురివింద,5348711,469605-1,
1567884,Abrus sambiranensis,,5348707,469608-1,EN
1600896,Abuta brevifolia,Louro,3830785,134-2,
1600897,Abuta candollei,Softball Leaf,3830706,580043-1,
1600898,Abuta chiapasensis,,3830687,139-2,
1600901,Abuta dwyeriana,,7420972,143-2,
1402329,Abuta grandifolia,Leaf,3830518,147-2,LC
1600903,Abuta grisebachii,Shield Leaf,3830510,580056-1,LC
1402330,Abuta imene,,3830486,580059-1,LC
1402335,Abuta obovata,,3830328,154-2,
1600906,Abuta panamensis,,3830289,156-2,
1600907,Abuta panurensis,,3830279,580073-1,
1402331,Abuta rufescens,Bigggg,3830210,580080-1,LC
1402332,Abuta sandwithiana,,3830202,158-2,LC
1402333,Abuta solimoesensis,,3830143,159-2,
1600914,Abuta steyermarkii,,3830081,162-2,
1600916,Abuta velutina,,3829976,165-2,LC
1866441,Abutilon × milleri,,3937368,2610799-4,
1441348,Abutilon abutiloides,Shrubby Indian mallow; Bushy abutilon; Misbil,3152607,1055043-2,
1592501,Abutilon andrieuxii,,3940376,323440-2,
1432675,Abutilon angulatum,Afopotsy; Elephant's ear; Fluted abutilon; Hambuk,7279613,1125427-2,
1370608,Abutilon auritum,Asian Indian Mallow; Asian Indian mallow ا,3152639,1062300-2,
1726620,Abutilon bivalve,Viscid Mallow,10715853,77146517-1,
1734243,Abutilon densiflorum,,3939396,1213075-2,
1592536,Abutilon divaricatum,,7279460,211-2,
1407916,Abutilon exstipulare,,7781759,1125177-2,
1363951,Abutilon fruticosum,Texas Indian mallow; Sweet Indian Mallow; Desert mallow; Pelotazo,3152629,326450-2,
1592556,Abutilon giganteum,,8217612,1125178-2,LC
1718285,Abutilon grandiflorum,Country mallow; Hairy Indian Mallow; Indian abutilon; Indian lantern flower; Indian mallow; Monkey bush; Twelve o'clock flower,3938621,323505-2,
1363952,Abutilon grandifolium,Hairy Indian mallow; Hairy abutilon; Flowering Maple; Hairy tall abutilon; Velvetleaf; Abutilo; Bigleaf Abutilon,3152633,1026852-2,
1370594,Abutilon guineense,Hairy Indian mallow; Flowering Maple; Monkey bush,7279347,1171539-2,
1592562,Abutilon haenkeanum,,3938505,323510-2,LC
1405089,Abutilon hirtum,Florida Keys Indian mallow; Florida Key Indian mallow; Indian mallow; Florida Keys Indian malloiw,3152619,238-2,
1592569,Abutilon hypoleucum,Rio Grande Abutilon; White leaf Indian mallow; Whiteleaf Indian mallow,3152637,317961-2,
1421127,Abutilon incanum,Pelotazo; Hoary abutilon; Indian mallow; Maʻo; Shrubby Indian mallow,3152625,1196159-2,LC
1356287,Abutilon indicum,Monkeybush; Indian lantern flower; Indian abutilon; Indian mallow; Country mallow; Twelve o'clock flower; Abutilon; American Indian mallow; India Abutilon; Monkey bush; తుత్తుర బెండ; Tuttubenda,3152634,1101632-2,
1370595,Abutilon lauraster,,3937915,558312-1,
1431346,Abutilon longicuspe,Chatt Stick,7279230,326452-2,
1423776,Abutilon mauritianum,Bush mallow; Country mallow; African Mallow; Shrubby Mallow,3937512,1094644-2,
1397981,Abutilon megapotamicum,Trailing abutilon; Dragons breath; Brazilian bell flower,3937501,,
1421224,Abutilon menziesii,Ko'oloa 'ula; Kooloaula; Ko'oloa'ula; Ko`oloa`ula; Koʻoloaʻula,3152618,558365-1,CR
1414914,Abutilon mollissimum,Sweet Abutilon,7115839,1058837-2,
1592616,Abutilon palmeri,Indian mallow; Palmer's abutilon; Palmer's Indian mallow; Velvet leaf,3152638,323559-2,
1423803,Abutilon pannosum,Ragged mallow,7496905,1131570-2,
1592623,Abutilon pedunculare,,3936727,323566-2,
1592625,Abutilon percaudatum,Rulers,3936698,558433-1,
1362891,Abutilon permolle,Coastal Indian mallow; Velvety abutilon; Sakmisbil,3152600,1069719-2,
1419395,Abutilon pictum,Painted indian mallow; Chinese lantern; Red Vein Chinese Lantern; Red Vein Indian Mallow; Redvein Abutilon; Redvein Flowering Maple,3152632,,
1370599,Abutilon sonneratianum,Butter and cheese; Lecheane; Sweet forest abutilon; Wild hibiscus,3935859,1153578-2,
1711762,Abutilon spp.,Chinese Lantern; Indian Mallow,,,
1363953,Abutilon theophrasti,Velvetleaf; China jute; Butterprint; Pie marker; Indian mallow; Velvet Leaf; Velvetleaf Indian Mallow; Swamp Chinese lantern; Butter Print; Tientsin jute; Abutilon hemp; Buttonweed; Velvetweed; Chingma lantern; American jute; Velvetleaf (or butterprint); Indian Hemp; Velvetleaf abutilon; Pie maker; Velvet weed; Chinese lantern; Chingma abutilon; Piemarker; Yousefabdoli,3152614,1044174-2,
1442496,Abutilon trisulcatum,Anglestem Indian mallow,3152626,355-2,
1592667,Abutilon umbelliflorum,,7278915,323613-2,
1734245,Abutilon venosum,,7278903,558570-1,
1726621,Abutilon viscosum,Viscid mallow,7744393,77146518-1,
1843604,Acacia × hanburyana,,8015283,895803-1,
1567888,Acacia abbreviata,Australian acacia,2980248,469618-1,
1567891,Acacia acanthaster,Kikar,2979852,1008226-1,
1426516,Acacia acinacea,Gold dust acacia; Gold dust wattle; Round leaf Wattle,2979868,469635-1,
1567899,Acacia acuaria,Sharp Leaved Wattle; Sons Stars; Goldthorn,2980900,469638-1,
1567901,Acacia aculeatissima,Snake Wattle; Thin leaf Wattle,2978649,469641-1,
1567910,Acacia adoxa,Grey Whorled Wattle,2980555,469658-1,
1567937,Acacia ampliceps,Acacia; Jila jila-bush; Salt wattle; Jila jila,2978547,469702-1,LC
1567945,Acacia anceps,Coastal myall; Port Lincoln Wattle; Sally wattle; Gold Puffball,2979404,469707-1,
1808175,Acacia angusta,,2980807,469720-1,LC
1367998,Acacia angustissima,Prairie acacia; Whiteball acacia; Fern Acacia; K'antemo; Timbre,2981040,,
1567959,Acacia aphylla,Leafless Rock Wattle,2978936,469732-1,VU
1408227,Acacia auriculiformis,Ear leaf Acacia; Earpod wattle; Northern black wattle; Darwin black wattle; Earleaf acacia; Papuan wattle; Auri; Akashmoni; Black wattle; Common Acacia; Cork tree; Ear pod acacia; Ear pod wattle; Milo; Pacific rosewood; Portia tree; Tan wattle,2981001,469784-1,LC
1418852,Acacia auriculiformis,Ear leaf Acacia; Northern black wattle; Earpod wattle; Darwin black wattle; Earleaf acacia; Papuan wattle; Akashmoni; Auri; Black wattle; Common Acacia; Cork tree; Ear pod acacia; Ear pod wattle; Milo; Pacific rosewood; Portia tree; Tan wattle,2981001,,LC
1400104,Acacia baileyana,Cootamundra wattle; Bailey's wattle; Bailey's Acacia; Bailey's mimosa; Baileys Wattle; Golden mimosa; Cootamundra Acacia,2981303,469798-1,
1568031,Acacia binata,Pineweed,2980364,469844-1,
1568032,Acacia binervata,Two vein-hickory; Two veined Hickory; Twovein Hickory; Twovein Wattle,2979161,469845-1,LC
1752464,Acacia binervia,Coast Myall; Coastal Myall; Coastal Wattle; Sally wattle,2978269,469846-1,LC
1568043,Acacia boormanii,Snowy River wattle,2979743,469860-1,
1568082,Acacia cambagei,Gidgee; Gidgee wattle; Stinking wattle,2980690,469924-1,LC
1427817,Acacia catechu,Black cutch; Black catechu; Catechu; Cutchtree; খেৰ,2980865,,
1568134,Acacia cognata,Bower wattle; Narrow leaf bower wattle; River wattle,2979090,470014-1,LC
1418853,Acacia colei,Cole's Wattle; Kalkardi; Candelabra Wattle,2978750,968616-1,LC
1805803,Acacia colletioides,Spinebush; Wait a-while; Pin Bush; Pinbush,2979605,470018-1,LC
1408275,Acacia concinna,Soap pod,2980534,,
1568142,Acacia concurrens,Black wattle; Curracabah; Bastard myall; Cunningham's wattle,2978680,470035-1,LC
1805805,Acacia conferta,,2978480,470037-1,LC
1421386,Acacia confusa,Small Philippine Acacia; Formosan koa; Formosa acacia; Formosa koa; Acacia Petit Feuille; False koa; Ianangi; Mimosa; Taiwan Acacia,2978466,470039-1,LC
1568162,Acacia covenyi,Blue Bush,2980351,470065-1,
1568165,Acacia cowleana,Halls Creek wattle,2978657,470067-1,LC
1568168,Acacia craspedocarpa,Hop mulga,2978348,470070-1,LC
1400058,Acacia cultriformis,Knife Acacia; Knife leaf Wattle; Dogtooth Wattle; Golden glow Wattle; Half moon Wattle; Knife leaf acacia; Knife Leaved Wattle,2979559,470087-1,LC
1568191,Acacia curranii,Curly bark wattle,2981109,470097-1,
1568195,Acacia cuspidifolia,,2980453,899061-1,LC
1389705,Acacia cyclops,Coastal Wattle; Red eye; Cyclops Acacia; Cyclops Wattle; One eyed Wattle; Red eyed Wattle; Redwreath Acacia; Red wreath acacia; Redeye,2980425,470108-1,LC
1418854,Acacia cyclops,Coastal Wattle; Red eye; Cyclops Acacia; Cyclops Wattle; One eyed Wattle; Red eyed Wattle; Redwreath Acacia; Red wreath acacia; Redeye,2980425,,LC
1363764,Acacia dealbata,Silver wattle; Mimosa; Blue Wattle; Acacia bernier; Aroma; Golden mimosa; Silver green wattle,2979474,470130-1,LC
1397614,Acacia decurrens,Green Wattle; Black wattle; Early black wattle; Australian Wattle; Queen wattle; Sydney black wattle; Sydney green wattle; Sydney wattle; Wattle; Wattle Tree,2979778,470138-1,
1418855,Acacia decurrens,Green wattle; Black wattle; Early black wattle; Sydney green wattle; Australian Wattle; Queen wattle; Sydney wattle; Wattle; Wattle Tree; Sydney black wattle,2979778,,
1568226,Acacia denticulosa,Sandpaper Wattle; Broadleaf acacia,2978964,470154-1,
1390507,Acacia doratoxylon,Lancewood; Spearwood; Currawang; Brown lancewood; Currawong acacia,2979186,470208-1,LC
1418856,Acacia drummondii,Drummond's wattle,2979927,470215-1,
1568272,Acacia echinula,Hedgehog Wattle; Hooked Wattle,2978370,470228-1,
1363775,Acacia ehrenbergiana,Desert acacia; Salam,2980317,,LC
1752465,Acacia elata,Cedar wattle; Mountain cedar wattle; Pepper tree wattle,2973176,470237-1,
1568284,Acacia enterocarpa,Jumping Jack Wattle,2979576,470252-1,
1568300,Acacia estrophiolata,Ironwood wattle; Southern ironwood,2979855,470280-1,LC
1568305,Acacia excelsa,Ironwood; Bunkerman; Doodlallie; Rosewood; Ironwood wattle; Ironwood acacia,2980114,470288-1,LC
1568313,Acacia falcata,Burra acacia; Sickle wattle,2979519,470299-1,LC
1363767,Acacia farnesiana,Sweet acacia; Cassie; Popinac; Ancient Cassie; Spunge Tree; Ellington's curse; Huisache; Sweet wattle; Mimosa bush; Coastal scrub wattle; Texas huisache; Klu bush; Aroma; Casse flower; Cassie flower; Klu; Needle bush; Opopanax; Opopanax black thorn; Popianac; Scented wattle; తుమ్మ (స్వర్ణపుష్పి); درخت عنبر,2979257,,
1756996,Acacia fimbriata,Brisbane golden wattle; Fringed wattle; Brisbane wattle,2978611,470327-1,LC
1568334,Acacia floribunda,Gossamer wattle; Sally wattle; Catkin wattle; River wattle; White sallow; White sallow wattle; White sally; Ever blooming acacia; Ever blooming wattle; Retinodes water wattle; Silver wattle; Swamp wattle; Water wattle; Weeping Acacia; White Sally Wattle; Wirilda,2979745,470346-1,LC
1367907,Acacia galpinii,Monkey thorn,2978696,,
1568354,Acacia genistifolia,Early wattle; Spreading wattle,2978740,470388-1,
1431699,Acacia gerrardii,Red thorn; Grey haired acacia,2980376,,
1568371,Acacia glaucoptera,Clay Wattle; Flat Wattle,2978543,470421-1,
1431783,Acacia gourmaensis,,2979512,,
1805812,Acacia harpophylla,Brigalow; Brigalow spearwood; Sickle leaf acacia,2980354,470495-1,LC
1408421,Acacia heterophylla,Highland tamarin; Highland Tamarind; Amarelle Cherry; Вишня,2979641,470519-1,
1568429,Acacia hilliana,Hill's Tabletop Wattle,2980222,470522-1,LC
1568434,Acacia hispidula,Little Harsh Acacia; Rough Hairy Wattle; Rough leaved Acacia,2980457,470532-1,
1367949,Acacia hockii,Kansanyiña,2979588,,
1748630,Acacia holosericea,Candelabra wattle; Soapbush wattle; Silky wattle; Strap wattle; Silver wattle; Silverleaf wattle; Soapbush,2978751,470538-1,
1568442,Acacia howittii,Sticky Wattle; Howitt's Wattle,2979398,470552-1,VU
1568461,Acacia implexa,Hickory wattle; Screw pod wattle; Lightwood; Black wattle; Broadleaf wattle; Sally wattle; Scrub wattle,2979232,470576-1,LC
1805813,Acacia iteaphylla,Flinders range wattle; Flinders Ranges wattle,2978830,470614-1,
1568493,Acacia jennerae,Coonavittra wattle,2979558,470623-1,LC
1363768,Acacia karroo,Karoo Thorn; Karroothorn; Sweet thorn; Cape Thorn Tree; Karroo Thorn; Mimosa Thorn; Sour Thorn; Sweet Thorn Acacia; Acacia; Cape Acacia; Cape gum; Cape Mimosa; Cape Thorn; Gum Arabic Tree; Isinga; Karoo Mimosa; Mimosa Gum Arabic Tree; Mingatchene; Mookana; Sourthorn; Sweetthorn; Thorn Tree; Umbrella thorn tree; White Galled Acacia; White Thorn; White Whistling Thorn; Whitethorn,2979128,,
1568507,Acacia kempeana,Witchetty bush,2980901,470650-1,LC
1408478,Acacia koa,Koa; Gray Koa; Koa acacia; Koa tree,2980514,470659-1,LC
1568527,Acacia lanceolata,,2980669,1008258-1,
1568549,Acacia leiocalyx,Black wattle; Curracabah; Early flowering black wattle; Lamb's tail wattle; Common green wattle,2979974,470721-1,LC
1811352,Acacia ligustrina,,2978758,470761-1,LC
