id,scientificNameWithoutAuthor,commonNames,gbifId,powoId,iucnCategory
1528238,Costus sepacuitensis,,2756783,66907-2,
1409255,Costus speciosus,Canereed; Crape ginger; Malay ginger; Spiral ginger; White costus,2756724,,
1528239,Costus spectabilis,Yellow Trumpet,2756942,796384-1,
1409256,Costus spicatus,Spiked Spiralflag; Spiked spiral flag; Indian Head Ginger; Spiked spiralflag ginger,2756925,329964-2,
1403743,Costus spiralis,Insulin plant; Sunbird's Delight; Spiralis ginger; Red Barrel Castus; Spiral ginger,2756867,796387-1,
1528240,Costus sprucei,,2756957,66917-2,
1528241,Costus stenophyllus,,2756912,66919-2,LC
1528244,Costus tappenbeckianus,,2756798,796391-1,
1528248,Costus varzearum,,2756938,66927-2,
1403744,Costus villosissimus,Spiral flag,2756895,796399-1,LC
1528249,Costus vinosus,Red wine costus,2756855,66928-2,CR
1862547,Costus whiskeycola,,12222840,77316102-1,
1528251,Costus wilsonii,,2756960,66931-2,LC
1422357,Costus woodsonii,Scarlet Spiral Ginger; Red cane; Red Button Ginger; Indian head ginger; Scarlet spiral flag; Lipstick plant,2756950,66932-2,LC
1504499,Cota altissima,Southern Chamomile; Tall chamomile,5390611,198373-1,
1391372,Cota altissima,Tall chamomile; Southern Chamomile,5390611,,
1504502,Cota austriaca,Austrian chamomile; Austrian mayweed; Southern dog daisy,5390636,198376-1,
1417804,Cota tinctoria,Dyer's Chamomile; Golden Chamomile; Yellow Chamomile; Golden Marguerite; Oxeye chamomile; Dyer’s chamomile,5390618,198407-1,
1391373,Cota tinctoria,Yellow Chamomile; Dyer's chamomile; Golden chamomile; Golden marguerite; Ox eye Chamomile; Yellow Camomile,7838009,,
1504520,Cota triumfetti,,5390630,198408-1,
1391374,Cota triumfetti,Southern Dog daisy,5390630,,
1391375,Cotinus coggygria,Smoketree; Smoke Tree; Smokebush; Wig tree; European smoketree; Venetian Sumach; Venetian Smoke Tree; Venetian sumac; Young Fustig; Smoke bush; Fustet; Wigtree; Young fustic; Common Smoketree; Dyer's Sumach; Eurasian Smoketree; European smoke tree; Purple smoke tree; Smoke wood; درختچه پر ارغوانی,3190522,69498-1,LC
1419269,Cotinus obovatus,American smoketree; Chittamwood; American smoke tree; Seeded Eucalyptus,3190520,69506-1,LC
1745208,Cotoneaster × parnassicus,,3025756,722626-1,
1667117,Cotoneaster × suecicus,Swedish cotoneaster,3026040,899549-1,
1667154,Cotoneaster × watereri,Waterer's Cotoneaster,3026004,722734-1,
1391399,Cotoneaster acuminatus,Acuminate cotoneaster; Pointed leaved Cotoneaster; Mucronate Cotoneaster,3025566,722392-1,
1411560,Cotoneaster acutifolius,Peking cotoneaster; European Cotoneaster; Ampfield Cotoneaster; Shiny Cotoneaster,3025770,722393-1,
1391376,Cotoneaster adpressus,Creeping cotoneaster; Adpressed cotoneaster,3025764,722395-1,
1391400,Cotoneaster affinis,Purpleberry cotoneaster; Open fruited Cotoneaster; Purple berry cotoneaster,3025799,722400-1,
1666924,Cotoneaster alaunicus,,3026128,722404-1,
1666928,Cotoneaster ambiguus,Ambiguous Cotoneaster,3025858,722406-1,
1666930,Cotoneaster apiculatus,Apiculate Cotoneaster; Cranberry cotoneaster,3025857,722413-1,
1390096,Cotoneaster ascendens,Ascending Cotoneaster,3026024,722420-1,
1391402,Cotoneaster bullatus,Hollyberry cotoneaster; Holly berry cotoneaster; Bullate Cotoneaster,3026294,722433-1,
1391379,Cotoneaster buxifolius,Box leaved Cotoneaster; Box leaf cotoneaster,3025852,722437-1,
1738844,Cotoneaster cambricus,Great Orme Berry; Rock Apple; Wild Cotoneaster,3025824,976417-1,CR
1747428,Cotoneaster cinnabarinus,,3025676,722446-1,
1391403,Cotoneaster cochleatus,Yunnan Cotoneaster; Kashmir Cotoneaster; Rose,3025608,722448-1,
1391380,Cotoneaster congestus,Congested Cotoneaster,3025899,722452-1,
1738845,Cotoneaster conspicuus,Tibetan Cotoneaster; Bearberry Cotoneaster,3025875,722454-1,
1666965,Cotoneaster cooperi,Cooper's Cotoneaster,3025894,722455-1,
1390095,Cotoneaster coriaceus,Late cotoneaster; Red cluster berry; Milkflower Cotoneaster; Parney's cotoneaster; Parney Cotoneaster; Cotoneaster Frigidus; Leathery Cotoneaster,3026035,722459-1,
1391405,Cotoneaster dammeri,Bearberry Cotoneaster; Carpet Cotoneaster,3026049,722466-1,
1666972,Cotoneaster dielsianus,Diels's cotoneaster; Diels' cotoneaster; Diel's Cotoneaster,3025896,722471-1,
1391381,Cotoneaster divaricatus,Spreading Cotoneaster; Stretch fruit cotoneaster; Cotoneaster; Divaricate Cotoneaster,3026334,722476-1,
1666983,Cotoneaster fangianus,Fang's cotoneaster,3025932,722486-1,
1776861,Cotoneaster floccosus,Floccose Cotoneaster,3026203,722488-1,
1391408,Cotoneaster franchetii,Franchet's cotoneaster; Orange cotoneaster; Franchet cotoneaster; Grey cotoneaster; Cotoneaster; Engraved cotoneaster; Beautiful Cotoneaster; Franchets Cotoneaster,3026162,722494-1,
1391409,Cotoneaster frigidus,Tree cotoneaster; Himalayan Tree Cotoneaster; Cotoneaster,3026190,722495-1,
1778649,Cotoneaster froebelii,Fröbel's cotoneaster,11133416,77214804-1,
1666994,Cotoneaster glabratus,Glabrous Cotoneaster; Glabrate Cotoneaster,3026137,722502-1,
1420348,Cotoneaster glaucophyllus,Glaucous cotoneaster; Bright bead cotoneaster; Large leaf cotoneaster; Large leaved cotoneaster; Late Cotoneaster,3025781,722503-1,
1360289,Cotoneaster granatensis,,3025671,722509-1,LR/cd
1667002,Cotoneaster hebephyllus,Graceful Cotoneaster; One stoned cotoneaster,3025736,722514-1,
1391383,Cotoneaster hissaricus,Circular leaved Cotoneaster; Circular leaf cotoneaster,3025794,722518-1,
1738847,Cotoneaster hjelmqvistii,Hjelmqvist's Cotoneaster,3026092,958629-1,
1391410,Cotoneaster horizontalis,Wall cotoneaster; Rockspray cotoneaster; Rock cotoneaster; Rock spray; Wall Spray; Wallspray; Herringbone cotoneaster; Purple flowered Cotoneaster; Rockspray; Slender Cotoneaster,3025617,722522-1,
1667019,Cotoneaster ignotus,Black Grape Cotoneaster,3025793,722529-1,
1776869,Cotoneaster induratus,Hardy Cotoneaster,3026187,997020-1,
1667022,Cotoneaster insculptus,Engraved Cotoneaster,3025868,722533-1,
1391411,Cotoneaster integerrimus,Common Cotoneaster; Wild cotoneaster; European cotoneaster; Cotoneaster; Great Orme Berry,3025576,722536-1,
1391412,Cotoneaster integrifolius,Entire leaved cotoneaster; Fringed Cotoneaster; Rockspray; Thyme leaved Cotoneaster; Thymeleaf Cotoneaster; Tibetan Cotoneaster,3026105,722537-1,
1667045,Cotoneaster meiophyllus,,3026056,722573-1,
1397662,Cotoneaster microphyllus,Small leaved Cotoneaster; Small leaf cotoneaster; Rock spray cotoneaster; Rockspray Cotoneaster; Littleleaf Cotoneaster,3025626,722578-1,
1667053,Cotoneaster morrisonensis,,3026178,722586-1,
1391388,Cotoneaster moupinensis,Moupin cotoneaster,3025731,722588-1,
1391390,Cotoneaster multiflorus,Cotoneaster; Many flowered Cotoneaster; Mnay Flowered Cotoneaster,3025939,722592-1,
1738850,Cotoneaster nan-shan,Dwarf Cotoneaster,3025935,77125649-1,
1398126,Cotoneaster nebrodensis,Brickberry Cotoneaster; Downy meelar; Hairy cotoneaster,3025755,722596-1,DD
1764832,Cotoneaster neoantoninae,,3853308,722598-1,
1391391,Cotoneaster nitens,Few Flowered Cotoneaster; Few flower cotoneaster; Kokonor cotoneaster,3026022,722603-1,
1391392,Cotoneaster nitidus,Distichous Cotoneaster,3026064,722604-1,
1424841,Cotoneaster nummularius,Asian cotoneaster,3025691,722607-1,
1667070,Cotoneaster obscurus,Obscure Cotoneaster,3025948,722612-1,
1776884,Cotoneaster ogisui,,3025735,60452192-2,
1767247,Cotoneaster orbicularis,,3026328,77190758-1,
1667075,Cotoneaster ovatus,,3026322,722621-1,
1787451,Cotoneaster pangiensis,,3025985,722622-1,
1391394,Cotoneaster pannosus,Silverleaf cotoneaster; Silver Leaf Cotoneaster; Velvet Cotoneaster; Silver Cotoneaster; Showberry; Silver leaved cotoneaster,3025572,722623-1,
1667081,Cotoneaster poluninii,,3026025,896096-1,
1729441,Cotoneaster racemiflorus,Caucasian Cotoneaster; Cluster flower cotoneaster,7401321,77120298-1,
1667092,Cotoneaster radicans,Rooting Cotoneaster; Bearberry cotoneaster,3026101,722650-1,
1667093,Cotoneaster rehderi,Bullate cotoneaster; Hollyberry cotoneaster; Puckered leaved cotoneaster; Rehder's cotoneaster,3026160,722653-1,
1667099,Cotoneaster rotundifolius,Round leaved Cotoneaster; Round leaf cotoneaster,3025882,722663-1,
1391418,Cotoneaster salicifolius,Willow leaved Cotoneaster; Willow leaf cotoneaster; Rose; Cotoneaster,3026074,722667-1,
1776891,Cotoneaster sichuanensis,,3025809,895949-1,
1391419,Cotoneaster simonsii,Himalayan cotoneaster; Simons' cotoneaster; Khasia Berry; Khasiaberry,3026107,722682-1,
1738851,Cotoneaster soongoricus,,3025638,722686-1,
1738852,Cotoneaster splendens,Showy Cotoneaster,3025615,722690-1,
1776893,Cotoneaster spongbergii,,3025826,60452195-2,
1391420,Cotoneaster sternianus,Stern's Cotoneaster,3026154,722692-1,
1739270,Cotoneaster tomentosus,Brickberry cotoneaster; Downy meelar; Hairy cotoneaster; Woolly Cotoneaster,7916436,722713-1,
1391421,Cotoneaster tomentosus,Hairy cotoneaster; Brickberry cotoneaster; Downy meelar; Woolly Cotoneaster,7916436,,
1667138,Cotoneaster turbinatus,Turbinate fruited Cotoneaster,3025690,722718-1,
1390097,Cotoneaster uniflorus,,3025715,722721-1,
1776899,Cotoneaster vandelaarii,,3853183,20002811-1,
1667147,Cotoneaster verruculosus,Warted Cotoneaster,3026332,722725-1,
1738854,Cotoneaster villosulus,Lleyn Cotoneaster; Taiping cotoneaster,3025564,722728-1,
1667152,Cotoneaster wardii,Ward's cotoneaster,3025810,722733-1,
1391422,Cotoneaster x watereri,Waterer's cotoneaster,3026004,,
1391398,Cotoneaster zabelii,Cherryred Cotoneaster; Cherry red cotoneaster,3025605,722739-1,
1504522,Cotula abyssinica,,3112147,198413-1,
1364148,Cotula anthemoides,,3112123,198423-1,
1722671,Cotula australis,Annual Buttonweed; Common cotula; Australian Brass Buttons; Australian Waterbuttons; Soldier's button; Carrotweed; Australian Cotula; Australian water buttons; Bachelor's button; Soldier's buttons; Southern brassbuttons,8542672,198427-1,
1504527,Cotula bipinnata,Ferny Buttons; Ferny Cotula; Spearbract Buttons; Ferny Buttonweed,3112171,198430-1,
1364150,Cotula coronopifolia,Buttonweed; Common Brassbuttons; Brass buttons; Waterbuttons; Bachelor's button; Bachelor's buttons; Golden buttons; Water cotula; Yellow buttons; Brassbuttons; Water Buttons; Goldenbuttons,3112110,198443-1,
1504544,Cotula hispida,Bristly Buttons; Silver cotula,3112164,198484-1,
1504548,Cotula lineariloba,Dragon Buttons,3112091,198498-1,
1504558,Cotula nigellifolia,Staggers weed; Bovine Staggers Plant; River Buttons; Staggerweed,3112085,975170-1,
1504560,Cotula paludosa,Drakensberg Water Buttons,3112117,198533-1,LC
1758476,Cotula pruinosa,Buttons; Cotula expansa; Turban Buttons; Yellow Turban Buttons,10742602,77203336-1,
1504569,Cotula sericea,,7814635,198571-1,
1504570,Cotula socialis,Velvet Buttons,3112153,198576-1,
1424457,Cotula turbinata,Goose Daisy; Brass Buttons; Buttons; Funnel Weed; Turban Buttons; White Turban Buttons,3112098,198595-1,
1757191,Cotyledon adscendens,,8371333,272558-1,
1528420,Cotyledon barbeyi,Bushveld Cotyledon; Pig's ear,5688791,272564-1,
1528421,Cotyledon campanulata,Bell Pigsear; Dwarf Cotyledon,5688694,272581-1,
1528422,Cotyledon cuneata,Sticky Pigsears,5688538,272607-1,
1528423,Cotyledon eliseae,,5688414,997815-1,
1391424,Cotyledon orbiculata,Pig's ear; Pig's ears; Cotyledon; Pig Ears; Pigs ears; Round leafed navel-wort; Dog's ears; Round leaved navelwort,5361969,272761-1,
1528425,Cotyledon papillaris,,7727850,272774-1,
1528426,Cotyledon pendens,Aakula draxa mokka,5690745,70029785-1,
1758489,Cotyledon tanquana,,10781341,77204460-1,
1528427,Cotyledon tomentosa,Bear paw; Bear paws; Fuzzy Pigsears; Bear's paw; Crassula congesta; Bear's Paw Cotyledon; Bear's Paw Stonecrop; Ladismith Cotyledon; Little Karoo Cotyledon; Little Karoo Stonecrop; South African Bear's Paw; پنجه خرس,7334615,272893-1,
1528429,Cotyledon woodii,Wood's cotyledon,5689870,272926-1,
1793888,Cotylelobium burckii,,4096823,320610-1,EN
1427646,Cotylelobium lanceolatum,,4096772,320614-1,VU
1427647,Cotylelobium melanoxylon,,4096722,320618-1,LC
1400998,Couepia bracteosa,,2984779,722743-1,LC
1401000,Couepia caryophylloides,,2984825,67131-2,
1400247,Couepia excelsa,,2984870,67144-2,
1495045,Couepia grandiflora,,7444805,722763-1,
1401001,Couepia guianensis,,2984823,67154-2,LC
1404451,Couepia habrantha,,2984853,67157-2,LC
1825210,Couepia hallwachsiae,,8784468,77150834-1,EN
1495046,Couepia hondurasensis,,2984839,318262-2,CR
1825211,Couepia janzenii,,9214504,77150835-1,EN
1405003,Couepia joaquinae,,2984860,274811-2,CR
1407095,Couepia magnoliifolia,,8386441,722775-1,
1495059,Couepia morii,,2984808,306441-2,DD
1401002,Couepia multiflora,,2984773,722777-1,
1401004,Couepia obovata,,2984827,67170-2,LC
1825169,Couepia osaensis,,8928847,77140578-1,CR
1495062,Couepia paraensis,,2984805,722782-1,LC
1495066,Couepia polyandra,,2984785,67179-2,LC
1400280,Couepia rankiniae,,2984835,303322-2,LC
1495070,Couepia robusta,,2984845,67183-2,LC
1495072,Couepia schottii,,2984809,67186-2,VU
1406267,Couepia scottmorii,,2984840,275186-2,DD
1495073,Couepia spicata,,2984815,67188-2,
1495075,Couepia stipularis,,2984863,67190-2,DD
1495078,Couepia ulei,,2984861,67194-2,LC
1383169,Coula edulis,African walnut; Gabon nut,7859707,607746-1,LC
1824780,Coulteria cubensis,Brasiletto; Brazil wood; Chacte; Yarua,10786450,77160026-1,NT
1714140,Coulteria mollis,,3931987,67201-2,DD
1820432,Coulteria platyloba,,7545558,77112333-1,LC
1822305,Coulteria pringlei,,11146086,77209197-1,LC
1820546,Coulteria velutina,,10687779,77160029-1,LC
1401914,Couma guianensis,Baaka mapa,3614987,78168-1,LC
1459955,Couma macrocarpa,,3614969,67217-2,LC
1459956,Couma rigida,,3614876,78175-1,LC
1459957,Couma utilis,,3614842,78177-1,LC
1567663,Couratari atrovinosa,,3083144,67249-2,EN
1406443,Couratari calycina,,3083146,67251-2,VU
1403800,Couratari gloriosa,,3083143,67258-2,LC
1401954,Couratari guianensis,Fine leaf Wadara,3083111,592371-1,LC
1567664,Couratari longipedicellata,,3083119,67261-2,VU
1401953,Couratari multiflora,,3083125,469226-1,LC
1405010,Couratari oblongifolia,,3083138,67264-2,
1567669,Couratari scottmorii,,3083108,67275-2,EN
1401955,Couratari stellata,,3083141,67276-2,LC
1567670,Couratari tauari,,3083136,592380-1,VU
1567671,Couratari tenuicarpa,,3083109,67292-2,LC
1385701,Couroupita guianensis,Cannonball tree; Cannon ball tree; నాగ మల్లి; Carrion tree; False Sal; Nag kesor; नागलिंग,3082562,592385-1,LC
1567672,Couroupita nicaraguarensis,,3082554,592389-1,LC
1567673,Couroupita subsessilis,,3082576,67290-2,LC
1575429,Coursetia brachyrhachis,,2959260,275192-2,VU
1410159,Coursetia caribaea,Anil falso,2959262,275194-2,LC
1575432,Coursetia dubia,,2959258,487348-1,NT
1575433,Coursetia elliptica,,2959354,275202-2,LC
1575436,Coursetia glandulosa,Rosary Babybonnets,2959388,487352-1,LC
1575437,Coursetia gracilis,,2959256,275205-2,VU
1822619,Coursetia greenmanii,,7791031,77107566-1,
1575440,Coursetia guatemalensis,,2959246,67305-2,
1575441,Coursetia hassleri,,2959381,67307-2,
1575454,Coursetia paucifoliolata,,2959355,275216-2,EN
1575456,Coursetia polyphylla,,2959344,67319-2,LC
1504720,Cousinia congesta,,3101945,198789-1,
1504780,Cousinia eryngioides,,3101751,198865-1,
1424842,Cousinia hermonis,,3101901,198952-1,
1504915,Cousinia kotschyi,,3102307,199026-1,
1504970,Cousinia microcarpa,,3101933,199099-1,
1505215,Cousinia thomsonii,,3102395,199382-1,
1403838,Coussapoa angustifolia,,4013324,851267-1,LC
1403839,Coussapoa asperifolia,,7316403,851268-1,LC
1694601,Coussapoa contorta,,4013155,67337-2,LC
1405084,Coussapoa crassivenosa,,4013140,67339-2,LC
1694609,Coussapoa glaberrima,,4013532,67350-2,NT
1403840,Coussapoa latifolia,,4013448,851278-1,LC
1694615,Coussapoa microcarpa,,4013334,60426777-2,LC
1694617,Coussapoa nitida,,4013298,851283-1,LC
1406588,Coussapoa nymphaeifolia,,4013289,67363-2,NT
1694618,Coussapoa oligocephala,,4013259,67365-2,VU
1694619,Coussapoa orthoneura,,4013222,67367-2,LC
1694620,Coussapoa ovalifolia,,4013216,851286-1,LC
1694622,Coussapoa parviceps,,4013190,67369-2,LC
1405439,Coussapoa parvifolia,,4013182,67370-2,LC
1694623,Coussapoa purpusii,,4013135,67374-2,VU
1694625,Coussapoa sprucei,,4013623,67382-2,LC
1694628,Coussapoa trinervia,,4013550,67388-2,LC
1694631,Coussapoa villosa,,7316428,851294-1,LC
1671910,Coussarea albescens,,2904864,747635-1,
1400292,Coussarea ampla,,2904770,747638-1,
1671918,Coussarea brevicaulis,,2904822,747645-1,
1671919,Coussarea brevipedunculata,,2904806,321110-2,DD
1671921,Coussarea caroliana,,2904933,67402-2,LC
1671924,Coussarea cerroazulensis,,2904914,67403-2,LC
1671933,Coussarea duplex,,2904886,321111-2,EN
1671934,Coussarea durifolia,,2904856,67411-2,DD
1671942,Coussarea garciae,,2904883,67416-2,LC
1407371,Coussarea grandis,,2904774,747673-1,LC
1400216,Coussarea granvillei,,2904761,319212-2,LC
1403261,Coussarea hallei,,2904740,67418-2,LC
1403263,Coussarea hirticalyx,,2904925,67419-2,LC
1671946,Coussarea hydrangeifolia,,2904825,1073014-2,LC
1671947,Coussarea imitans,,2904787,67353-2,EN
1671948,Coussarea impetiolaris,,2904771,67423-2,LC
1671949,Coussarea insignis,,2904758,67424-2,DD
1671958,Coussarea latifolia,,2904768,67431-2,LC
1403264,Coussarea leptophragma,,2904907,747693-1,LC
1671964,Coussarea loftonii,,2904779,67435-2,LC
1671966,Coussarea longiflora,,2904887,747699-1,LC
1400422,Coussarea machadoana,,2904819,67438-2,VU
1403266,Coussarea micrococca,,2904775,67446-2,
1403267,Coussarea paniculata,,2898203,67455-2,LC
1403270,Coussarea revoluta,,2904784,67463-2,
1671990,Coussarea rudgeoides,,2904747,67465-2,LC
1400395,Coussarea spicata,,3847688,77076718-1,LC
1826742,Coussarea suaveolens,,12185704,77211683-1,LC
1671998,Coussarea talamancana,,2904912,67474-2,LC
1717627,Coussarea veraguensis,,2904934,67483-2,LC
1406787,Coutaportla guatemalensis,,2917620,275227-2,EN
1423566,Coutarea hexandra,,2893703,67491-2,LC
1401777,Coutoubea ramosa,,7269927,367033-1,
1401779,Coutoubea spicata,,7783824,367036-1,
1445055,Crabbea kaessneri,,5574113,46972-1,
1445059,Crabbea velutina,Velvet Pricklehead,5574072,46982-1,
1368362,Craibia atlantica,,2944954,487706-1,VU
1368363,Craibia brownii,,2944949,487710-1,
1368364,Craibia grandiflora,,2944955,487717-1,LC
1368366,Craibia lujae,,7601386,487719-1,LC
1368368,Craibia simplex,,2944935,487723-1,VU
1538243,Craibiodendron yunnanense,,4174877,327704-1,LC
1358225,Crambe arborea,,5373530,281616-1,VU
1398498,Crambe cordifolia,Greater sea kale; Colewort,5373502,281627-1,
1358226,Crambe filiformis,,5373469,281633-1,
1480009,Crambe fruticosa,,5373507,281635-1,NT
1363895,Crambe hispanica,Hispanic crambe; Abyssinian kale; Abyssinian mustard; Colewort; Crambe,5373475,281645-1,
1480017,Crambe kilimandscharica,,5373524,281647-1,
1358229,Crambe kralikii,,5373513,281650-1,
1358230,Crambe laevigata,,5373461,281653-1,EN
1391425,Crambe maritima,Sea kale; Sea Cabbage; Seakale; Kale; British Sea kale; British Seakale; Coast Crambe; Scaberima,5373533,281657-1,
1424845,Crambe orientalis,Oriental sea kale; Oriental seakale,5373466,281660-1,
1358231,Crambe pritzelii,,5373525,281669-1,EN
1358232,Crambe scaberrima,,5373472,281672-1,VU
1358233,Crambe scoparia,,5373545,281675-1,EN
1358234,Crambe strigosa,,5373547,281679-1,LC
1480026,Crambe sventenii,,5373522,281681-1,CR
1398966,Crambe tataria,Tartarian breadplant; Tartar breadplant; Tartarian seakale,5373485,,
1741828,Crambe tataria,Tartar breadplant; Tartarian breadplant; Tartarian seakale,5373485,281682-1,
1616043,Cranichis acuminatissima,,2789736,67655-2,
1616046,Cranichis apiculata,,2789744,624538-1,
1616050,Cranichis candida,,2789792,67659-2,
1616051,Cranichis castellanosii,,2789777,67660-2,
1616052,Cranichis ciliata,Fringed Crane Orchid,2789755,624547-1,
1616054,Cranichis cochleata,,2789737,315768-2,
1616056,Cranichis diphylla,Helmet orchid,2789785,624555-1,
1616068,Cranichis hieroglyphica,,2789776,67670-2,
1616069,Cranichis lankesteri,,2789733,67671-2,
1409513,Cranichis muscosa,Cypress Knee Helmet Orchid; Moss Loving Cranichis; Mossy Helmet Orchid,2789734,624587-1,
1616075,Cranichis notata,,2789779,315769-2,
1616080,Cranichis polyantha,,2789767,294573-2,
1616082,Cranichis reticulata,,2789774,624609-1,
1616083,Cranichis revoluta,,2789751,899561-1,
1616085,Cranichis saccata,,2789807,67691-2,
1616088,Cranichis subumbellata,,2789727,624621-1,
1616089,Cranichis sylvatica,,2789803,624622-1,
1616090,Cranichis talamancana,,2789784,315770-2,
1616093,Cranichis wageneri,,2789738,624631-1,
1419468,Craniolaria annua,Escorzonera,3172625,675800-1,
1596595,Craniolaria integrifolia,,7313163,675805-1,
1559316,Craniotome furcata,,3905818,446283-1,
1409515,Crantzia cristata,,7487047,379206-1,
1505275,Craspedia glauca,Billy Buttons; Common billy buttons,5389177,199443-1,
1505282,Craspedia maxgrayi,Woolly Billy buttons,5389199,968159-1,
1505289,Craspedia variabilis,Common Billy buttons; Billy Button,5389194,968152-1,
1364504,Craspedorhachis africana,,4151646,396699-1,
1431356,Craspidospermum verticillatum,,8116531,78180-1,LC
1409060,Crassocephalum crepidioides,Redflower ragleaf; Fireweed; Ebolo; Thickhead; Red flower ragleaf; Thick head; Borbotak,3115443,199488-1,
1750760,Crassocephalum ducis-aprutii,,3115449,199492-1,LC
1505300,Crassocephalum manampanihense,,3115434,199507-1,
1505301,Crassocephalum montuosum,Common name,3115422,199510-1,
1505302,Crassocephalum paludum,,3115419,930582-1,
1748891,Crassocephalum picridifolium,,3115455,199513-1,LC
1505304,Crassocephalum radiatum,,3115436,199517-1,
1407860,Crassocephalum rubens,Yoruban bologi,3115421,199518-1,
1505306,Crassocephalum togoense,,3115420,199527-1,
1374442,Crassocephalum torreanum,,3115416,940387-1,
1751259,Crassocephalum uvens,,3115402,199528-1,DD
1505308,Crassocephalum vitellinum,,3115468,199530-1,
1758066,Crassothonna alba,,9436527,77123777-1,
1758067,Crassothonna cacalioides,,9346866,77123778-1,
1758068,Crassothonna capensis,Little Pickles; Ruby necklace,9476539,77123779-1,
1758856,Crassothonna clavifolia,,9448421,77123780-1,LC
1758072,Crassothonna opima,,9287099,77123785-1,
1758073,Crassothonna patula,,9363907,77123786-1,
1758074,Crassothonna protecta,,9464581,77123787-1,
1528523,Crassula × marchandii,,5688147,273272-1,
1528430,Crassula acinaciformis,Giant Crassula,5688408,272936-1,LC
1389330,Crassula alata,Three parted Crassula,5688378,105654-3,
1528431,Crassula alba,Grassland red crassula,7334539,272944-1,
1528433,Crassula alpestris,,7334522,272953-1,
1528435,Crassula alstonii,,5689718,272956-1,
1528437,Crassula ammophila,,5689702,272960-1,
1528438,Crassula ankaratrensis,,5689675,77085602-1,
1391426,Crassula aquatica,Water Pygmyweed; Pigmyweed; Aquatic pygmyweed; River leek; Wrinkle seed pygmyweed; Common pigmyweed; Common Pygmyweed; Northern Water stonecrop; Water Pigmyweed,7565449,1167317-2,
1418509,Crassula arborescens,Ripple Jade; Silver Dollar Plant; Tree Crassula; Jade Plant; Silver dollar Stonecrop; Tree Stonecrop; Silver Dollar Jade; Money plant; Chinese jade; Money tree; Silver jade; Silver jade plant; Silver Dollar; Silver Jadeplant,7334487,272970-1,
1528440,Crassula atropurpurea,Purple crassula; Purple Stonecrop,7334462,272983-1,
1528442,Crassula ausensis,,7334456,272985-1,
1528444,Crassula barbata,Beard Stonecrop; Bearded leaved Crassula; Beardleaf Crassula,8016496,272988-1,
1418510,Crassula barklyi,Bandaged Finger; Rattlesnake buttons; Rattlesnake tail,5689510,272990-1,
1528445,Crassula basaltica,,5689500,981280-1,
1365915,Crassula biplanata,Silver Stonecrop,5689461,272997-1,
1528449,Crassula brevifolia,,7910138,273005-1,
1528451,Crassula capensis,Cape Snowdrop; Cape Stonecrop,7334403,273023-1,
1528452,Crassula capitella,Campfire plant; Red Pagoda; Redspot Stonecrop; Red Flames; کراسولا آتشین; Fat baby bab; Smooth Stalk Succulent; Capotti Campfire; Fire Crassula; Flame Crassula; Shark tooth; Small headed Crassula; Smooth stalk Crassula; South African Crassula,7961590,273027-1,
1528453,Crassula ciliata,Frill Stonecrop,5689232,273035-1,
1528454,Crassula clavata,,5689222,273037-1,
1528456,Crassula coccinea,Red Crassula; Red Stonecrop; Rochea,5689204,273040-1,
1528459,Crassula columella,Tiny Towers,5689140,273045-1,
1418511,Crassula columnaris,,7334344,273046-1,
1528461,Crassula congesta,,7334331,273053-1,
1528462,Crassula connata,Sand pygmyweed; Erect pygmyweed,8277749,67782-2,
1528464,Crassula corallina,,7334304,273060-1,
1528465,Crassula cordata,Heart leaved Crassula,7663361,273061-1,
1528466,Crassula cordifolia,,5689024,273065-1,
1528467,Crassula cotyledonis,Fat Stonecrop; Crassula Dubia,7385994,273073-1,
1528468,Crassula cremnophila,,5688991,1014598-1,
1528469,Crassula crenulata,,7762270,273077-1,
1528470,Crassula cultrata,Karky Stonecrop; Sharpleaf Crassula; Sharpleaf Stonecrop,5688977,273078-1,
1418512,Crassula deceptor,String of cloves (ఎల్లిపాయల దండ),5688947,273086-1,
1528474,Crassula deltoidea,Silver beads,7746515,273095-1,
1528478,Crassula dichotoma,Gold Stonecrop,5688870,273106-1,
1528483,Crassula elegans,,7334236,273124-1,
1528486,Crassula ericoides,Heath Stonecrop,7334227,273131-1,
1528487,Crassula exilis,Dwarf fatty (దొడ్డు కొవ్వు మొక్క); Fairy Crassula,7334223,273135-1,
1528488,Crassula expansa,Fine Stonecrop; Fragile crassula; Bubble aiton,7622360,273136-1,
1528492,Crassula fascicularis,Fragrant Crassula; Fragrant Stonecrop,5688703,273140-1,
1757597,Crassula fragarioides,,7860477,77114841-1,
1528498,Crassula garibina,,7334178,273159-1,
1528500,Crassula globularioides,,7334159,273171-1,
1365921,Crassula granvikii,,5688518,273178-1,
1528503,Crassula grisea,,7334150,273180-1,
1362811,Crassula helmsii,New Zealand pigmyweed; Australian swamp stonecrop; Swamp stonecrop; New Zealand pygmyweed; Swamp crassula; Australian stonecrop; Pygmyweed,5362054,105941-3,
1528505,Crassula hemisphaerica,Tom thumb,5688485,273185-1,
1528507,Crassula hirtipes,Hedgehog Stonecrop,5688463,273190-1,
1528508,Crassula humbertii,,5688439,273197-1,
1528510,Crassula inandensis,,5688388,273208-1,
1528511,Crassula intermedia,,5688371,273213-1,
